store_nbr,family,date,prediction,lower_bound,upper_bound
18,GROCERY II,2017-08-16,12.084477424621582,9.667581939697266,14.501372909545898
18,HARDWARE,2017-08-16,0.7058247327804565,0.5646597862243653,0.8469896793365478
18,HOME AND KITCHEN I,2017-08-16,15.454442977905273,12.363554382324219,18.545331573486326
18,HOME AND KITCHEN II,2017-08-16,19.095470428466797,15.276376342773439,22.914564514160155
18,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
18,CELEBRATION,2017-08-16,5.940737724304199,4.752590179443359,7.128885269165039
17,PET SUPPLIES,2017-08-16,1.6470081806182861,1.317606544494629,1.9764098167419433
19,GROCERY II,2017-08-16,9.19091796875,7.352734375000001,11.0291015625
19,HOME AND KITCHEN I,2017-08-16,10.516485214233398,8.41318817138672,12.619782257080077
20,FROZEN FOODS,2017-08-16,70.72980499267578,56.58384399414063,84.87576599121094
20,GROCERY I,2017-08-16,5187.0458984375,4149.63671875,6224.455078125
20,GROCERY II,2017-08-16,10.794977188110352,8.635981750488282,12.95397262573242
20,HARDWARE,2017-08-16,0.44736549258232117,0.35789239406585693,0.5368385910987854
20,HOME AND KITCHEN I,2017-08-16,13.763029098510742,11.010423278808595,16.51563491821289
20,HOME AND KITCHEN II,2017-08-16,12.317283630371094,9.853826904296875,14.780740356445312
20,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
20,HOME CARE,2017-08-16,324.5732116699219,259.6585693359375,389.48785400390625
20,LADIESWEAR,2017-08-16,1.0221710205078125,0.8177368164062501,1.226605224609375
20,LAWN AND GARDEN,2017-08-16,7.228314399719238,5.782651519775391,8.673977279663086
20,LINGERIE,2017-08-16,5.999261379241943,4.799409103393555,7.199113655090332
20,"LIQUOR,WINE,BEER",2017-08-16,32.018890380859375,25.6151123046875,38.42266845703125
20,MAGAZINES,2017-08-16,1.684293270111084,1.3474346160888673,2.0211519241333007
20,MEATS,2017-08-16,281.9040222167969,225.52321777343752,338.2848266601562
20,PERSONAL CARE,2017-08-16,325.514404296875,260.4115234375,390.61728515625
20,PET SUPPLIES,2017-08-16,3.269253730773926,2.615402984619141,3.9231044769287107
20,PLAYERS AND ELECTRONICS,2017-08-16,5.6839165687561035,4.547133255004883,6.820699882507324
20,POULTRY,2017-08-16,288.8834228515625,231.10673828125002,346.660107421875
20,PREPARED FOODS,2017-08-16,55.53374481201172,44.426995849609376,66.64049377441405
20,PRODUCE,2017-08-16,1327.1739501953125,1061.7391601562501,1592.6087402343749
20,SCHOOL AND OFFICE SUPPLIES,2017-08-16,59.61970520019531,47.69576416015625,71.54364624023437
20,SEAFOOD,2017-08-16,10.384419441223145,8.307535552978516,12.461303329467773
21,AUTOMOTIVE,2017-08-16,7.175596237182617,5.740476989746094,8.61071548461914
20,EGGS,2017-08-16,90.1207504272461,72.09660034179687,108.14490051269532
20,DELI,2017-08-16,590.1640014648438,472.13120117187503,708.1968017578125
20,DAIRY,2017-08-16,689.6468505859375,551.7174804687501,827.5762207031249
20,CLEANING,2017-08-16,1279.6240234375,1023.69921875,1535.548828125
19,HOME AND KITCHEN II,2017-08-16,12.570385932922363,10.05630874633789,15.084463119506836
19,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
19,HOME CARE,2017-08-16,171.40667724609375,137.125341796875,205.6880126953125
19,LADIESWEAR,2017-08-16,5.62766170501709,4.502129364013672,6.753194046020508
19,LAWN AND GARDEN,2017-08-16,-0.02454998716711998,0.0,-0.029459984600543974
19,LINGERIE,2017-08-16,2.2775912284851074,1.822072982788086,2.733109474182129
19,"LIQUOR,WINE,BEER",2017-08-16,30.13936424255371,24.11149139404297,36.16723709106445
19,MAGAZINES,2017-08-16,1.4566378593444824,1.165310287475586,1.7479654312133788
19,MEATS,2017-08-16,133.16082763671875,106.528662109375,159.7929931640625
19,PERSONAL CARE,2017-08-16,160.3822784423828,128.30582275390626,192.45873413085937
19,PET SUPPLIES,2017-08-16,0.7831912040710449,0.626552963256836,0.9398294448852539
19,HARDWARE,2017-08-16,0.7290852069854736,0.5832681655883789,0.8749022483825684
19,PLAYERS AND ELECTRONICS,2017-08-16,4.682089328765869,3.7456714630126955,5.618507194519043
19,PREPARED FOODS,2017-08-16,23.234691619873047,18.587753295898438,27.881629943847656
19,PRODUCE,2017-08-16,595.0022583007812,476.00180664062503,714.0027099609375
19,SCHOOL AND OFFICE SUPPLIES,2017-08-16,5.23238468170166,4.1859077453613285,6.278861618041992
19,SEAFOOD,2017-08-16,3.397444248199463,2.7179553985595706,4.076933097839356
20,AUTOMOTIVE,2017-08-16,5.897456169128418,4.717964935302734,7.076947402954102
20,BABY CARE,2017-08-16,0.0,0.0,0.0
20,BEAUTY,2017-08-16,4.9029436111450195,3.922354888916016,5.883532333374023
20,BEVERAGES,2017-08-16,4294.4541015625,3435.5632812500003,5153.344921875
20,BOOKS,2017-08-16,0.0,0.0,0.0
20,BREAD/BAKERY,2017-08-16,478.799560546875,383.03964843750003,574.55947265625
20,CELEBRATION,2017-08-16,5.118955135345459,4.095164108276367,6.142746162414551
19,POULTRY,2017-08-16,111.74333190917969,89.39466552734376,134.0919982910156
17,PERSONAL CARE,2017-08-16,264.4056091308594,211.5244873046875,317.28673095703124
17,MEATS,2017-08-16,279.9870300292969,223.9896240234375,335.98443603515625
17,MAGAZINES,2017-08-16,3.5698165893554688,2.855853271484375,4.283779907226562
15,EGGS,2017-08-16,96.60388946533203,77.28311157226562,115.92466735839844
15,FROZEN FOODS,2017-08-16,55.51396179199219,44.411169433593756,66.61675415039062
15,GROCERY I,2017-08-16,2584.265625,2067.4125,3101.11875
15,GROCERY II,2017-08-16,4.229265213012695,3.3834121704101565,5.0751182556152346
15,HARDWARE,2017-08-16,0.880463719367981,0.7043709754943848,1.0565564632415771
15,HOME AND KITCHEN I,2017-08-16,8.859641075134277,7.087712860107422,10.631569290161133
15,HOME AND KITCHEN II,2017-08-16,17.420753479003906,13.936602783203126,20.904904174804688
15,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
15,HOME CARE,2017-08-16,224.17433166503906,179.33946533203127,269.0091979980469
15,LADIESWEAR,2017-08-16,4.893409729003906,3.914727783203125,5.872091674804687
15,LAWN AND GARDEN,2017-08-16,-0.02261635847389698,0.0,-0.027139630168676376
15,LINGERIE,2017-08-16,2.1546638011932373,1.7237310409545898,2.5855965614318848
15,"LIQUOR,WINE,BEER",2017-08-16,14.510309219360352,11.608247375488283,17.41237106323242
15,MAGAZINES,2017-08-16,1.5115175247192383,1.2092140197753907,1.813821029663086
15,MEATS,2017-08-16,116.57125091552734,93.25700073242189,139.8855010986328
15,PERSONAL CARE,2017-08-16,170.9241180419922,136.73929443359376,205.10894165039062
15,PET SUPPLIES,2017-08-16,0.5406694412231445,0.43253555297851565,0.6488033294677734
15,PLAYERS AND ELECTRONICS,2017-08-16,3.9021172523498535,3.121693801879883,4.682540702819824
15,POULTRY,2017-08-16,106.71611022949219,85.37288818359376,128.05933227539063
15,PREPARED FOODS,2017-08-16,40.797447204589844,32.63795776367188,48.95693664550781
15,PRODUCE,2017-08-16,894.84521484375,715.8761718750001,1073.8142578125
15,SCHOOL AND OFFICE SUPPLIES,2017-08-16,10.301743507385254,8.241394805908204,12.362092208862304
15,SEAFOOD,2017-08-16,3.7789320945739746,3.0231456756591797,4.5347185134887695
15,DELI,2017-08-16,255.45254516601562,204.3620361328125,306.5430541992187
15,DAIRY,2017-08-16,307.4884033203125,245.99072265625,368.986083984375
15,CLEANING,2017-08-16,836.7626342773438,669.4101074218751,1004.1151611328124
15,CELEBRATION,2017-08-16,4.986237049102783,3.988989639282227,5.98348445892334
14,HOME AND KITCHEN I,2017-08-16,7.613147735595703,6.090518188476563,9.135777282714843
14,HOME AND KITCHEN II,2017-08-16,13.468108177185059,10.774486541748047,16.16172981262207
14,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
14,HOME CARE,2017-08-16,180.08180236816406,144.06544189453126,216.09816284179686
14,LADIESWEAR,2017-08-16,0.8560757637023926,0.6848606109619141,1.027290916442871
14,LAWN AND GARDEN,2017-08-16,-0.02218780294060707,0.0,-0.026625363528728484
14,LINGERIE,2017-08-16,1.5867340564727783,1.2693872451782227,1.904080867767334
14,"LIQUOR,WINE,BEER",2017-08-16,11.796072959899902,9.436858367919923,14.155287551879882
14,MAGAZINES,2017-08-16,1.440279483795166,1.1522235870361328,1.7283353805541992
14,MEATS,2017-08-16,233.126953125,186.5015625,279.75234374999997
14,PERSONAL CARE,2017-08-16,253.32241821289062,202.6579345703125,303.9869018554687
16,AUTOMOTIVE,2017-08-16,2.99371075630188,2.394968605041504,3.5924529075622558
14,PET SUPPLIES,2017-08-16,0.5420383214950562,0.43363065719604493,0.6504459857940673
14,POULTRY,2017-08-16,59.054073333740234,47.24325866699219,70.86488800048828
14,PREPARED FOODS,2017-08-16,85.0220947265625,68.01767578125,102.026513671875
14,PRODUCE,2017-08-16,437.8066101074219,350.24528808593755,525.3679321289062
14,SCHOOL AND OFFICE SUPPLIES,2017-08-16,4.732751369476318,3.7862010955810548,5.6793016433715815
14,SEAFOOD,2017-08-16,3.2873401641845703,2.6298721313476565,3.944808197021484
15,AUTOMOTIVE,2017-08-16,3.873012065887451,3.098409652709961,4.647614479064941
15,BABY CARE,2017-08-16,0.0,0.0,0.0
15,BEAUTY,2017-08-16,3.6834053993225098,2.946724319458008,4.420086479187011
15,BEVERAGES,2017-08-16,1805.43603515625,1444.3488281250002,2166.5232421875
15,BOOKS,2017-08-16,0.0,0.0,0.0
15,BREAD/BAKERY,2017-08-16,155.84324645996094,124.67459716796876,187.01189575195312
14,PLAYERS AND ELECTRONICS,2017-08-16,3.2466678619384766,2.5973342895507816,3.8960014343261715
16,BABY CARE,2017-08-16,0.0,0.0,0.0
16,BEAUTY,2017-08-16,0.5856930017471313,0.4685544013977051,0.7028316020965576
16,BEVERAGES,2017-08-16,1457.74560546875,1166.196484375,1749.2947265625
16,SEAFOOD,2017-08-16,0.677092432975769,0.5416739463806153,0.8125109195709228
17,AUTOMOTIVE,2017-08-16,5.478001117706299,4.382400894165039,6.573601341247558
17,BABY CARE,2017-08-16,0.0,0.0,0.0
17,BEAUTY,2017-08-16,3.0426034927368164,2.4340827941894534,3.6511241912841794
17,BEVERAGES,2017-08-16,3077.626953125,2462.1015625,3693.15234375
17,BOOKS,2017-08-16,0.0,0.0,0.0
17,BREAD/BAKERY,2017-08-16,308.4399719238281,246.75197753906252,370.1279663085937
17,CELEBRATION,2017-08-16,2.689474582672119,2.1515796661376956,3.2273694992065427
17,CLEANING,2017-08-16,1112.7039794921875,890.1631835937501,1335.244775390625
17,DAIRY,2017-08-16,654.2550048828125,523.4040039062501,785.1060058593749
17,DELI,2017-08-16,498.2484130859375,398.59873046875003,597.898095703125
16,SCHOOL AND OFFICE SUPPLIES,2017-08-16,0.0,0.0,0.0
17,EGGS,2017-08-16,198.463623046875,158.77089843750002,238.15634765624998
17,GROCERY I,2017-08-16,4499.322265625,3599.4578125000003,5399.18671875
17,GROCERY II,2017-08-16,13.164721488952637,10.53177719116211,15.797665786743163
17,HARDWARE,2017-08-16,0.8294621706008911,0.6635697364807129,0.9953546047210693
17,HOME AND KITCHEN I,2017-08-16,23.307504653930664,18.64600372314453,27.969005584716797
17,HOME AND KITCHEN II,2017-08-16,19.49296760559082,15.594374084472657,23.391561126708982
17,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
17,HOME CARE,2017-08-16,281.7036437988281,225.3629150390625,338.04437255859375
17,LADIESWEAR,2017-08-16,0.07753061503171921,0.06202449202537537,0.09303673803806305
17,LAWN AND GARDEN,2017-08-16,-0.018842153251171112,0.0,-0.022610583901405332
17,LINGERIE,2017-08-16,3.9763431549072266,3.1810745239257816,4.7716117858886715
17,"LIQUOR,WINE,BEER",2017-08-16,23.748214721679688,18.998571777343752,28.497857666015623
17,FROZEN FOODS,2017-08-16,85.77439880371094,68.61951904296875,102.92927856445313
21,BABY CARE,2017-08-16,0.0,0.0,0.0
16,PRODUCE,2017-08-16,789.3793334960938,631.503466796875,947.2552001953125
16,POULTRY,2017-08-16,54.93876647949219,43.95101318359375,65.92651977539062
16,BOOKS,2017-08-16,0.0,0.0,0.0
16,BREAD/BAKERY,2017-08-16,146.57789611816406,117.26231689453125,175.89347534179686
16,CELEBRATION,2017-08-16,3.0195565223693848,2.415645217895508,3.6234678268432616
16,CLEANING,2017-08-16,674.2750244140625,539.42001953125,809.130029296875
16,DAIRY,2017-08-16,241.243408203125,192.9947265625,289.49208984374997
16,DELI,2017-08-16,136.8720703125,109.49765625,164.246484375
16,EGGS,2017-08-16,157.1679229736328,125.73433837890626,188.60150756835938
16,FROZEN FOODS,2017-08-16,22.768936157226562,18.21514892578125,27.322723388671875
16,GROCERY I,2017-08-16,2061.142333984375,1648.9138671875,2473.3708007812497
16,GROCERY II,2017-08-16,4.160575866699219,3.328460693359375,4.9926910400390625
16,HARDWARE,2017-08-16,0.016596391797065735,0.013277113437652588,0.019915670156478882
16,PREPARED FOODS,2017-08-16,32.6983528137207,26.158682250976565,39.238023376464845
16,HOME AND KITCHEN I,2017-08-16,8.711416244506836,6.969132995605469,10.453699493408203
16,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
16,HOME CARE,2017-08-16,149.16238403320312,119.32990722656251,178.99486083984374
16,LADIESWEAR,2017-08-16,-0.01722303219139576,0.0,-0.02066763862967491
16,LAWN AND GARDEN,2017-08-16,-0.01693042181432247,0.0,-0.020316506177186965
16,LINGERIE,2017-08-16,1.6415328979492188,1.313226318359375,1.9698394775390624
16,"LIQUOR,WINE,BEER",2017-08-16,18.369230270385742,14.695384216308595,22.04307632446289
16,MAGAZINES,2017-08-16,0.815142035484314,0.6521136283874512,0.9781704425811767
16,MEATS,2017-08-16,44.31282424926758,35.450259399414065,53.17538909912109
16,PERSONAL CARE,2017-08-16,103.30331420898438,82.64265136718751,123.96397705078124
16,PET SUPPLIES,2017-08-16,0.7433187961578369,0.5946550369262695,0.8919825553894043
16,PLAYERS AND ELECTRONICS,2017-08-16,2.2162911891937256,1.7730329513549805,2.6595494270324704
16,HOME AND KITCHEN II,2017-08-16,11.079167366027832,8.863333892822267,13.295000839233397
21,BEAUTY,2017-08-16,3.562833786010742,2.850267028808594,4.27540054321289
21,BEVERAGES,2017-08-16,3115.1142578125,2492.09140625,3738.137109375
21,BOOKS,2017-08-16,0.0,0.0,0.0
25,GROCERY I,2017-08-16,1818.4664306640625,1454.7731445312502,2182.159716796875
25,GROCERY II,2017-08-16,21.598201751708984,17.278561401367188,25.91784210205078
25,HARDWARE,2017-08-16,1.0108261108398438,0.808660888671875,1.2129913330078124
25,HOME AND KITCHEN I,2017-08-16,23.097599029541016,18.478079223632815,27.717118835449217
25,HOME AND KITCHEN II,2017-08-16,12.096309661865234,9.677047729492188,14.515571594238281
25,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
25,HOME CARE,2017-08-16,85.70040893554688,68.56032714843751,102.84049072265624
25,LADIESWEAR,2017-08-16,-0.034166064113378525,0.0,-0.04099927693605423
25,LAWN AND GARDEN,2017-08-16,13.991073608398438,11.192858886718751,16.789288330078126
25,LINGERIE,2017-08-16,2.882990598678589,2.3063924789428714,3.4595887184143064
25,"LIQUOR,WINE,BEER",2017-08-16,122.5086669921875,98.00693359375,147.010400390625
25,MAGAZINES,2017-08-16,9.703279495239258,7.762623596191407,11.643935394287109
25,MEATS,2017-08-16,149.1457061767578,119.31656494140626,178.97484741210937
25,PERSONAL CARE,2017-08-16,104.2842025756836,83.42736206054688,125.1410430908203
25,PET SUPPLIES,2017-08-16,3.864238739013672,3.091390991210938,4.637086486816406
25,PLAYERS AND ELECTRONICS,2017-08-16,5.456040382385254,4.3648323059082035,6.547248458862304
25,POULTRY,2017-08-16,147.02027893066406,117.61622314453126,176.42433471679686
25,PREPARED FOODS,2017-08-16,29.63692283630371,23.70953826904297,35.56430740356445
25,PRODUCE,2017-08-16,1419.0504150390625,1135.24033203125,1702.860498046875
25,SCHOOL AND OFFICE SUPPLIES,2017-08-16,0.0,0.0,0.0
25,SEAFOOD,2017-08-16,3.898871898651123,3.1190975189208987,4.678646278381348
26,AUTOMOTIVE,2017-08-16,1.7244994640350342,1.3795995712280273,2.069399356842041
26,BABY CARE,2017-08-16,0.0,0.0,0.0
25,FROZEN FOODS,2017-08-16,82.67066955566406,66.13653564453125,99.20480346679688
25,EGGS,2017-08-16,107.93761444091797,86.35009155273438,129.52513732910157
25,DELI,2017-08-16,148.23486328125,118.587890625,177.8818359375
25,DAIRY,2017-08-16,556.5696411132812,445.25571289062503,667.8835693359375
24,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
24,HOME CARE,2017-08-16,242.92376708984375,194.33901367187502,291.5085205078125
24,LADIESWEAR,2017-08-16,11.951496124267578,9.561196899414062,14.341795349121094
24,LAWN AND GARDEN,2017-08-16,33.02864456176758,26.422915649414065,39.63437347412109
24,LINGERIE,2017-08-16,7.784709930419922,6.2277679443359375,9.341651916503906
24,"LIQUOR,WINE,BEER",2017-08-16,67.88005065917969,54.30404052734375,81.45606079101562
24,MAGAZINES,2017-08-16,8.723966598510742,6.979173278808594,10.468759918212891
24,MEATS,2017-08-16,364.8525085449219,291.8820068359375,437.82301025390626
24,PERSONAL CARE,2017-08-16,271.4731750488281,217.1785400390625,325.76781005859374
24,PET SUPPLIES,2017-08-16,13.120543479919434,10.496434783935548,15.744652175903319
24,PLAYERS AND ELECTRONICS,2017-08-16,7.022806167602539,5.618244934082032,8.427367401123046
26,BEAUTY,2017-08-16,0.29320040345191956,0.23456032276153566,0.35184048414230346
24,POULTRY,2017-08-16,486.7886657714844,389.4309326171875,584.1463989257812
24,PRODUCE,2017-08-16,3529.912109375,2823.9296875,4235.89453125
24,SCHOOL AND OFFICE SUPPLIES,2017-08-16,0.0,0.0,0.0
24,SEAFOOD,2017-08-16,19.061559677124023,15.24924774169922,22.87387161254883
25,AUTOMOTIVE,2017-08-16,1.7112290859222412,1.368983268737793,2.0534749031066895
25,BABY CARE,2017-08-16,0.0,0.0,0.0
25,BEAUTY,2017-08-16,2.8464465141296387,2.277157211303711,3.4157358169555665
25,BEVERAGES,2017-08-16,1738.6864013671875,1390.9491210937501,2086.423681640625
25,BOOKS,2017-08-16,0.0,0.0,0.0
25,BREAD/BAKERY,2017-08-16,361.5190124511719,289.2152099609375,433.82281494140625
25,CELEBRATION,2017-08-16,5.359316825866699,4.287453460693359,6.431180191040039
25,CLEANING,2017-08-16,401.6431579589844,321.3145263671875,481.97178955078124
24,PREPARED FOODS,2017-08-16,103.552734375,82.84218750000001,124.26328124999999
26,BEVERAGES,2017-08-16,782.0040893554688,625.603271484375,938.4049072265625
26,BOOKS,2017-08-16,0.0,0.0,0.0
26,BREAD/BAKERY,2017-08-16,211.3990020751953,169.11920166015625,253.67880249023438
27,BABY CARE,2017-08-16,0.0,0.0,0.0
27,BEAUTY,2017-08-16,1.8052761554718018,1.4442209243774415,2.166331386566162
27,BEVERAGES,2017-08-16,2849.013671875,2279.2109375,3418.81640625
27,BOOKS,2017-08-16,0.0,0.0,0.0
27,BREAD/BAKERY,2017-08-16,608.9004516601562,487.120361328125,730.6805419921875
27,CELEBRATION,2017-08-16,12.798200607299805,10.238560485839844,15.357840728759765
27,CLEANING,2017-08-16,792.6411743164062,634.112939453125,951.1694091796875
27,DAIRY,2017-08-16,912.0795288085938,729.663623046875,1094.4954345703125
27,DELI,2017-08-16,289.8153381347656,231.8522705078125,347.7784057617187
27,EGGS,2017-08-16,212.4875030517578,169.99000244140626,254.98500366210936
27,FROZEN FOODS,2017-08-16,89.25003814697266,71.40003051757813,107.10004577636718
27,AUTOMOTIVE,2017-08-16,5.6595330238342285,4.527626419067383,6.791439628601074
27,GROCERY I,2017-08-16,3852.980224609375,3082.3841796875004,4623.57626953125
27,HARDWARE,2017-08-16,2.080963373184204,1.6647706985473634,2.497156047821045
27,HOME AND KITCHEN I,2017-08-16,15.265523910522461,12.21241912841797,18.31862869262695
27,HOME AND KITCHEN II,2017-08-16,29.18604278564453,23.348834228515628,35.023251342773435
27,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
27,HOME CARE,2017-08-16,213.99197387695312,171.1935791015625,256.7903686523437
27,LADIESWEAR,2017-08-16,5.013577461242676,4.010861968994141,6.01629295349121
27,LAWN AND GARDEN,2017-08-16,36.86084747314453,29.488677978515625,44.23301696777344
27,LINGERIE,2017-08-16,9.484423637390137,7.5875389099121096,11.381308364868163
27,"LIQUOR,WINE,BEER",2017-08-16,83.65691375732422,66.92553100585938,100.38829650878905
27,MAGAZINES,2017-08-16,3.6816892623901367,2.9453514099121096,4.418027114868164
27,MEATS,2017-08-16,285.3556823730469,228.2845458984375,342.42681884765625
27,GROCERY II,2017-08-16,28.409292221069336,22.72743377685547,34.0911506652832
24,HOME AND KITCHEN II,2017-08-16,22.854211807250977,18.283369445800783,27.42505416870117
26,SEAFOOD,2017-08-16,1.1543970108032227,0.9235176086425781,1.385276412963867
26,PRODUCE,2017-08-16,420.45220947265625,336.361767578125,504.5426513671875
26,CELEBRATION,2017-08-16,3.066666603088379,2.4533332824707035,3.6799999237060543
26,CLEANING,2017-08-16,295.33233642578125,236.265869140625,354.3988037109375
26,DAIRY,2017-08-16,214.20684814453125,171.365478515625,257.0482177734375
26,DELI,2017-08-16,75.36286163330078,60.29028930664063,90.43543395996093
26,EGGS,2017-08-16,23.164451599121094,18.531561279296877,27.79734191894531
26,FROZEN FOODS,2017-08-16,32.84032440185547,26.272259521484376,39.40838928222656
26,GROCERY I,2017-08-16,1206.7537841796875,965.4030273437501,1448.104541015625
26,GROCERY II,2017-08-16,5.02083158493042,4.016665267944336,6.024997901916504
26,HARDWARE,2017-08-16,0.3766668438911438,0.3013334751129151,0.4520002126693725
26,HOME AND KITCHEN I,2017-08-16,7.060585975646973,5.648468780517579,8.472703170776366
26,HOME AND KITCHEN II,2017-08-16,5.548960208892822,4.439168167114258,6.6587522506713865
26,SCHOOL AND OFFICE SUPPLIES,2017-08-16,0.0,0.0,0.0
26,HOME APPLIANCES,2017-08-16,0.0,0.0,0.0
26,LADIESWEAR,2017-08-16,0.027796784415841103,0.022237427532672882,0.03335614129900932
26,LAWN AND GARDEN,2017-08-16,3.7452917098999023,2.9962333679199222,4.4943500518798825
26,LINGERIE,2017-08-16,0.5097370147705078,0.40778961181640627,0.6116844177246094
26,"LIQUOR,WINE,BEER",2017-08-16,11.892049789428711,9.513639831542969,14.270459747314453
26,MAGAZINES,2017-08-16,0.18210145831108093,0.14568116664886474,0.21852174997329712
26,MEATS,2017-08-16,216.59158325195312,173.2732666015625,259.90989990234374
26,PERSONAL CARE,2017-08-16,92.0219955444336,73.61759643554687,110.42639465332032
26,PET SUPPLIES,2017-08-16,1.4478156566619873,1.1582525253295899,1.7373787879943847
26,PLAYERS AND ELECTRONICS,2017-08-16,0.8952382802963257,0.7161906242370606,1.0742859363555908
26,POULTRY,2017-08-16,113.77359008789062,91.01887207031251,136.52830810546874
26,PREPARED FOODS,2017-08-16,18.507936477661133,14.806349182128907,22.209523773193357
26,HOME CARE,2017-08-16,63.144386291503906,50.51550903320313,75.77326354980468
